ID,Title,Content,Excerpt,Date,"Post Type",Permalink,URL,Title,Caption,Description,"Alt Text",Featured,URL,_gamipress_plural_name,_gamipress_label_position,_gamipress_thousands_separator,_wp_old_slug,_gamipress_ld_points_per_quiz_score_percent,_gamipress_notifications_by_type_disable_points_deducts,_gamipress_points_limits_limit,_gamipress_points_limits_limit_recurrence,_gamipress_points_limits_administrator_limit,_gamipress_points_limits_administrator_limit_recurrence,_gamipress_points_limits_editor_limit,_gamipress_points_limits_editor_limit_recurrence,_gamipress_points_limits_author_limit,_gamipress_points_limits_author_limit_recurrence,_gamipress_points_limits_contributor_limit,_gamipress_points_limits_contributor_limit_recurrence,_gamipress_points_limits_subscriber_limit,_gamipress_points_limits_subscriber_limit_recurrence,_gamipress_points_limits_group_leader_limit,_gamipress_points_limits_group_leader_limit_recurrence,_gamipress_notifications_by_type_points_award_title_pattern,_gamipress_ld_points_per_quiz_score_only_passed,_gamipress_points_limits_dripping-springs-34-player_limit,_gamipress_points_limits_dripping-springs-34-player_limit_recurrence,_gamipress_points_limits_anchor-bay-player_limit,_gamipress_points_limits_anchor-bay-player_limit_recurrence,_gamipress_points_limits_skyline-spartans-lacrosse-player_limit,_gamipress_points_limits_skyline-spartans-lacrosse-player_limit_recurrence,_gamipress_points_limits_lakewood-lacrosse-player_limit,_gamipress_points_limits_lakewood-lacrosse-player_limit_recurrence,_gamipress_points_limits_omaha-lacrosse-club_limit,_gamipress_points_limits_omaha-lacrosse-club_limit_recurrence,_gamipress_points_limits_chapin-eagles-lacrosse-player_limit,_gamipress_points_limits_chapin-eagles-lacrosse-player_limit_recurrence,_gamipress_points_limits_oak-city-lacrosse-player_limit,_gamipress_points_limits_oak-city-lacrosse-player_limit_recurrence,_gamipress_points_limits_forge-lacrosse-player_limit,_gamipress_points_limits_forge-lacrosse-player_limit_recurrence,_gamipress_points_limits_dover-sherborn-coach_limit,_gamipress_points_limits_dover-sherborn-coach_limit_recurrence,_gamipress_points_limits_storm-lacrosse-tx-player_limit,_gamipress_points_limits_storm-lacrosse-tx-player_limit_recurrence,_gamipress_points_limits_linsly-lacrosse-player_limit,_gamipress_points_limits_linsly-lacrosse-player_limit_recurrence,_gamipress_points_limits_broughton-lacrosse_limit,_gamipress_points_limits_broughton-lacrosse_limit_recurrence,_gamipress_points_limits_big-walnut-lacrosse_limit,_gamipress_points_limits_big-walnut-lacrosse_limit_recurrence,_gamipress_points_limits_snohomish-lacrosse_limit,_gamipress_points_limits_snohomish-lacrosse_limit_recurrence,_gamipress_points_limits_moon-area-lacrosse_limit,_gamipress_points_limits_moon-area-lacrosse_limit_recurrence,_gamipress_points_limits_pittsburgh-youth-lacrosse_limit,_gamipress_points_limits_pittsburgh-youth-lacrosse_limit_recurrence,_gamipress_points_limits_bellingham-warriors-lacrosse_limit,_gamipress_points_limits_bellingham-warriors-lacrosse_limit_recurrence,_gamipress_points_limits_juanita-lacrosse_limit,_gamipress_points_limits_juanita-lacrosse_limit_recurrence,_gamipress_points_limits_medway-youth-lacrosse_limit,_gamipress_points_limits_medway-youth-lacrosse_limit_recurrence,_gamipress_points_limits_mt.-spokane-wild-cats-lacrosse_limit_recurrence,_gamipress_points_limits_mt-spokane-lacrosse_limit,_gamipress_points_limits_mt-spokane-lacrosse_limit_recurrence,_gamipress_points_limits_glen-ellyn-lacrosse_limit,_gamipress_points_limits_glen-ellyn-lacrosse_limit_recurrence,_gamipress_points_limits_iccp-knights_limit,_gamipress_points_limits_iccp-knights_limit_recurrence,_gamipress_points_limits_lil-raptors_limit,_gamipress_points_limits_lil-raptors_limit_recurrence,_gamipress_points_limits_noblesville-millers-lacrosse_limit,_gamipress_points_limits_noblesville-millers-lacrosse_limit_recurrence,_gamipress_points_limits_red-hawks-lacrosse_limit,_gamipress_points_limits_red-hawks-lacrosse_limit_recurrence,_gamipress_points_limits_dunwoody-jr-wildcats-lacrosse_limit,_gamipress_points_limits_dunwoody-jr-wildcats-lacrosse_limit_recurrence,_gamipress_points_limits_bishop-fenwick-lacrosse_limit,_gamipress_points_limits_bishop-fenwick-lacrosse_limit_recurrence,_gamipress_points_limits_venice-lacrosse_limit,_gamipress_points_limits_venice-lacrosse_limit_recurrence,_gamipress_points_limits_powlax-power-player_limit,_gamipress_points_limits_powlax-power-player_limit_recurrence,_gamipress_points_limits_fast-start-lacrosse-skills-academy_limit,_gamipress_points_limits_fast-start-lacrosse-skills-academy_limit_recurrence,_gamipress_points_limits_winchester-thurston-lacrosse_limit,_gamipress_points_limits_winchester-thurston-lacrosse_limit_recurrence,_gamipress_points_limits_dripping-springs-56_limit,_gamipress_points_limits_dripping-springs-56_limit_recurrence,_gamipress_points_limits_powlax-test-role_limit,_gamipress_points_limits_powlax-test-role_limit_recurrence,_gamipress_points_limits_player_limit,_gamipress_points_limits_player_limit_recurrence,_gamipress_points_limits_parent_limit,_gamipress_points_limits_parent_limit_recurrence,_gamipress_points_limits_team-hq-members_limit,_gamipress_points_limits_team-hq-members_limit_recurrence,_gamipress_points_limits_parent_-_protective_limit,_gamipress_points_limits_parent_-_protective_limit_recurrence,_gamipress_points_limits_child_limit,_gamipress_points_limits_child_limit_recurrence,_gamipress_points_limits_powlax_community_group_member_limit,_gamipress_points_limits_powlax_community_group_member_limit_recurrence,_gamipress_points_limits_powlax_admin_limit,_gamipress_points_limits_powlax_admin_limit_recurrence,_gamipress_notifications_by_type_points_award_content_pattern,_gamipress_points_limits_bbp_keymaster_limit,_gamipress_points_limits_bbp_keymaster_limit_recurrence,_gamipress_points_limits_bbp_spectator_limit,_gamipress_points_limits_bbp_spectator_limit_recurrence,_gamipress_points_limits_bbp_blocked_limit,_gamipress_points_limits_bbp_blocked_limit_recurrence,_gamipress_points_limits_bbp_moderator_limit,_gamipress_points_limits_bbp_moderator_limit_recurrence,_gamipress_points_limits_bbp_participant_limit,_gamipress_points_limits_bbp_participant_limit_recurrence,_gamipress_notifications_by_type_background_color,_gamipress_notifications_by_type_title_color,_gamipress_notifications_by_type_text_color,Status,"Author ID","Author Username","Author Email","Author First Name","Author Last Name",Slug,Format,Template,Parent,"Parent Slug",Order,"Comment Status","Ping Status","Post Modified Date"
25184,"Academy Point",,,"2024-10-02 04:26:37",points-type,https://powlax.com/?post_type=points-type&p=25184,https://powlax.com/wp-content/uploads/2024/10/Lax-Credits.png|https://powlax.com/wp-content/uploads/2024/10/Lax-Credit.png,"Lax Credits|Lax Credit",|,|,|,https://powlax.com/wp-content/uploads/2024/10/Lax-Credits.png,,"Academy Points",after,",",lax-point,100,on,0,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,"You earned {points} {points_type} {image}",on,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,,,,,,,,,,,,,,,publish,1,powlax,patrick@powlax.com,Patrick,Chapla,lax-credit,,,0,0,0,closed,closed,"2025-07-04 04:26:06"
25701,"Rebound Reward",,,"2024-10-03 03:36:12",points-type,https://powlax.com/?post_type=points-type&p=25701,https://powlax.com/wp-content/uploads/2024/10/Rebound-Rewards-1.png|https://powlax.com/wp-content/uploads/2024/10/Rebound-Rewards.png,"Rebound Rewards|Rebound Rewards",|,|,|,https://powlax.com/wp-content/uploads/2024/10/Rebound-Rewards-1.png,,"Rebound Rewards",after,,brick|rebound-token,100,on,0,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,"You earned {points} {points_type} {image}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,publish,1,powlax,patrick@powlax.com,Patrick,Chapla,rebound-rewards,,,0,0,0,closed,closed,"2024-12-01 20:24:08"
25703,"Attack Token",,,"2024-10-03 03:45:56",points-type,https://powlax.com/?post_type=points-type&p=25703,https://powlax.com/wp-content/uploads/2024/10/Attack-Tokens-1.png|https://powlax.com/wp-content/uploads/2024/10/Attack-Tokens-Rough-Draft.png|https://powlax.com/wp-content/uploads/2024/10/Attack-Tokens.png,"Attack Tokens|Attack Tokens Rough Draft|Attack Tokens",||,||,||,https://powlax.com/wp-content/uploads/2024/10/Attack-Tokens-1.png,,"Attack Tokens",after,,,100,,0,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,"You earned {points} {points_type} {image}",,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,,,,,,,,,,,,,,,publish,1,powlax,patrick@powlax.com,Patrick,Chapla,attack-token,,,0,0,0,closed,closed,"2025-07-04 04:25:03"
25705,"Midfield Medal",,,"2024-10-03 03:48:36",points-type,https://powlax.com/?post_type=points-type&p=25705,https://powlax.com/wp-content/uploads/2024/10/Midfield-Medals-1.png|https://powlax.com/wp-content/uploads/2024/10/Midfield-Medals.png|https://powlax.com/wp-content/uploads/2024/10/Defense-Dollars.png|https://powlax.com/wp-content/uploads/2024/10/Lax-Credit-2.png,"Midfield Medals|Midfield Medals|Defense Dollars|Lax Credit-2",|||,|||,|||,https://powlax.com/wp-content/uploads/2024/10/Midfield-Medals-1.png,,"Midfield Medals",after,,midfield-medal,100,,0,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,"You earned {points} {points_type} {image}",,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,,,,,,,,,,,,,,,publish,1,powlax,patrick@powlax.com,Patrick,Chapla,midfield-metal,,,0,0,0,closed,closed,"2025-07-04 04:22:53"
25781,"Defense Dollar",,,"2024-10-03 17:20:53",points-type,https://powlax.com/?post_type=points-type&p=25781,https://powlax.com/wp-content/uploads/2024/10/Defense-Dollars-1.png|https://powlax.com/wp-content/uploads/2024/10/Attack-Tokens-1.png|https://powlax.com/wp-content/uploads/2024/10/Lax-Credits.png|https://powlax.com/wp-content/uploads/2024/10/Midfield-Medals-1.png|https://powlax.com/wp-content/uploads/2024/10/Rebound-Rewards-1.png,"Defense Dollars|Attack Tokens|Lax Credits|Midfield Medals|Rebound Rewards",||||,||||,||||,https://powlax.com/wp-content/uploads/2024/10/Defense-Dollars-1.png,,"Defense Dollars",after,,,100,,0,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,"You earned {points} {points_type} {image}",,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,,,,,,,,,,,,,,,publish,1,powlax,patrick@powlax.com,Patrick,Chapla,defense-dollar,,,0,0,0,closed,closed,"2025-07-04 04:21:42"
27929,"Crease Crawler Workout",,,"2024-10-12 18:26:23",points-type,https://powlax.com/?post_type=points-type&p=27929,,,,,,,,"Crease Crawler Workouts",after,,crease-crawlers-coin,100,on,0,month,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<span style=""color: #ffffff;font-family: Times;font-size: medium"">Earn the [gamipress_inline_achievement id=""26441"" link=""yes"" thumbnail=""yes"" thumbnail_size=""60""] Achievement by Completing and Submitting 5 {points_label}s!</span>",,,,,,,,,,,,,,publish,1,powlax,patrick@powlax.com,Patrick,Chapla,crease-crawler-coin,,,0,0,0,closed,closed,"2024-12-01 20:27:43"
27943,"Fully Fancy Freddy Workout",,,"2024-10-13 04:19:52",points-type,https://powlax.com/?post_type=points-type&p=27943,,,,,,,,"Fully Fancy Freddy Workouts",after,,,100,,0,month,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Earn the [gamipress_inline_achievement id=""27939"" link=""yes"" thumbnail=""yes"" thumbnail_size=""60""] Achievement by Completing and Submitting 5 {points_label}s!",,,,,,,,,,,,,,publish,1,powlax,patrick@powlax.com,Patrick,Chapla,fully-fancy-freddy,,,0,0,0,closed,closed,"2024-12-01 20:27:48"
27945,"Independent Improver Workout",,,"2024-10-13 04:31:20",points-type,https://powlax.com/?post_type=points-type&p=27945,,,,,,,,"Independent Improver Workouts",after,,,100,,0,month,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Earn the [gamipress_inline_achievement id=""27947"" link=""yes"" thumbnail=""yes"" thumbnail_size=""60""] Achievement by Submitting 5 {points_label}!",,,,,,,,,,,,,,publish,1,powlax,patrick@powlax.com,Patrick,Chapla,independent-improver,,,0,0,0,closed,closed,"2024-12-01 20:27:52"
27950,"Fast Break Finisher Workout",,,"2024-10-13 04:53:26",points-type,https://powlax.com/?post_type=points-type&p=27950,,,,,,,,"Fast Break Finisher Workouts",after,,,100,,0,month,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<span style=""color: #000000;font-family: Times;font-size: medium"">Earn the [gamipress_inline_achievement id=""26470"" link=""yes"" thumbnail=""yes"" thumbnail_size=""60""] Achievement by Completing and Submitting 5 {points_label}s!</span>",,,,,,,,,,,,,,publish,1,powlax,patrick@powlax.com,Patrick,Chapla,fast-break-finisher,,,0,0,0,closed,closed,"2024-12-01 20:27:57"
27959,"Ankle Breaker Workout",,,"2024-10-13 19:23:03",points-type,https://powlax.com/?post_type=points-type&p=27959,,,,,,,,"Ankle Breaker Workouts",after,,,100,,0,month,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,-1,lifetime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Earn the [gamipress_inline_achievement id=""26471"" link=""yes"" thumbnail=""yes"" thumbnail_size=""60""] Achievement by Completing and Submitting 5 {points_label}s!",,,,,,,,,,,,,,publish,1,powlax,patrick@powlax.com,Patrick,Chapla,ankle-breaker-coin,,,0,0,0,closed,closed,"2024-12-01 20:32:59"
